ID,Targets
ID_ab4f1c87_sentiment_test__hausa,Tsaka-tsaki
ID_2d5d42c1_sentiment_test__hausa,Kyakkyawa
ID_f6de0381_sentiment_test__hausa,Korau
ID_adae2783_sentiment_test__hausa,Kyakkyawa
ID_5b97e301_sentiment_test__hausa,Tsaka-tsaki
ID_4ba46a40_sentiment_test__hausa,Tsaka-tsaki
ID_403eae24_sentiment_test__hausa,Korau
ID_a143530b_sentiment_test__hausa,Kyakkyawa
ID_a5fcbbbc_sentiment_test__hausa,Tsaka-tsaki
ID_cbec84fe_sentiment_test__hausa,Tsaka-tsaki
ID_59686998_sentiment_test__hausa,Kyakkyawa
ID_482aa016_sentiment_test__hausa,Tsaka-tsaki
ID_227f30f9_sentiment_test__hausa,Kyakkyawa
ID_218b3468_sentiment_test__hausa,Korau
ID_fadd8a39_sentiment_test__hausa,Korau
ID_f44b5290_sentiment_test__hausa,Tsaka-tsaki
ID_78fa085d_sentiment_test__hausa,Tsaka-tsaki
ID_304aa2f5_sentiment_test__hausa,Kyakkyawa
ID_f906a05e_sentiment_test__hausa,Kyakkyawa
ID_b091e1d4_sentiment_test__hausa,Tsaka-tsaki
ID_055ec0b2_sentiment_test__hausa,Korau
ID_336f4ec5_sentiment_test__hausa,Korau
ID_071c80ab_sentiment_test__hausa,Korau
ID_ce676b5e_sentiment_test__hausa,Korau
ID_e32270e1_sentiment_test__hausa,Korau
ID_d8cf7774_sentiment_test__hausa,Korau
ID_c72aed25_sentiment_test__hausa,Tsaka-tsaki
ID_92000713_sentiment_test__hausa,Korau
ID_998f9a9a_sentiment_test__hausa,Tsaka-tsaki
ID_e1ad1d6b_sentiment_test__hausa,Tsaka-tsaki
ID_c27d6a1f_sentiment_test__hausa,Kyakkyawa
ID_855b106a_sentiment_test__hausa,Korau
ID_05bbe7b1_sentiment_test__hausa,Tsaka-tsaki
ID_b2d80ab6_sentiment_test__hausa,Korau
ID_2a5a8336_sentiment_test__hausa,Tsaka-tsaki
ID_a07535d9_sentiment_test__hausa,Kyakkyawa
ID_3cd3281b_sentiment_test__hausa,Tsaka-tsaki
ID_9b35ba72_sentiment_test__hausa,Korau
ID_a540db97_sentiment_test__hausa,Korau
ID_226fb407_sentiment_test__hausa,Kyakkyawa
ID_19e68750_sentiment_test__hausa,Kyakkyawa
ID_b73e84dc_sentiment_test__hausa,Kyakkyawa
ID_57706aa9_sentiment_test__hausa,Korau
ID_768c3de0_sentiment_test__hausa,Kyakkyawa
ID_136eb52e_sentiment_test__hausa,Kyakkyawa
ID_3a0477dc_sentiment_test__hausa,Tsaka-tsaki
ID_c1b27b2b_sentiment_test__hausa,Kyakkyawa
ID_040459d8_sentiment_test__hausa,Korau
ID_d8fe0d70_sentiment_test__hausa,Korau
ID_7e64bb0a_sentiment_test__hausa,Korau
ID_ab4f1c87_sentiment_test__swahili,Wastani
ID_2d5d42c1_sentiment_test__swahili,Wastani
ID_f6de0381_sentiment_test__swahili,Wastani
ID_adae2783_sentiment_test__swahili,Wastani
ID_5b97e301_sentiment_test__swahili,Wastani
ID_4ba46a40_sentiment_test__swahili,Hasi
ID_403eae24_sentiment_test__swahili,Wastani
ID_a143530b_sentiment_test__swahili,Wastani
ID_a5fcbbbc_sentiment_test__swahili,Wastani
ID_cbec84fe_sentiment_test__swahili,Chanya
ID_59686998_sentiment_test__swahili,Chanya
ID_482aa016_sentiment_test__swahili,Wastani
ID_227f30f9_sentiment_test__swahili,Chanya
ID_218b3468_sentiment_test__swahili,Hasi
ID_fadd8a39_sentiment_test__swahili,Wastani
ID_f44b5290_sentiment_test__swahili,Chanya
ID_78fa085d_sentiment_test__swahili,Chanya
ID_304aa2f5_sentiment_test__swahili,Chanya
ID_f906a05e_sentiment_test__swahili,Wastani
ID_b091e1d4_sentiment_test__swahili,Chanya
ID_055ec0b2_sentiment_test__swahili,Wastani
ID_336f4ec5_sentiment_test__swahili,Chanya
ID_071c80ab_sentiment_test__swahili,Wastani
ID_ce676b5e_sentiment_test__swahili,Wastani
ID_e32270e1_sentiment_test__swahili,Wastani
ID_d8cf7774_sentiment_test__swahili,Chanya
ID_c72aed25_sentiment_test__swahili,Wastani
ID_92000713_sentiment_test__swahili,Chanya
ID_998f9a9a_sentiment_test__swahili,Chanya
ID_e1ad1d6b_sentiment_test__swahili,Wastani
ID_c27d6a1f_sentiment_test__swahili,Wastani
ID_855b106a_sentiment_test__swahili,Wastani
ID_05bbe7b1_sentiment_test__swahili,Chanya
ID_b2d80ab6_sentiment_test__swahili,Chanya
ID_2a5a8336_sentiment_test__swahili,Wastani
ID_a07535d9_sentiment_test__swahili,Wastani
ID_3cd3281b_sentiment_test__swahili,Wastani
ID_9b35ba72_sentiment_test__swahili,Chanya
ID_a540db97_sentiment_test__swahili,Wastani
ID_226fb407_sentiment_test__swahili,Hasi
ID_19e68750_sentiment_test__swahili,Wastani
ID_b73e84dc_sentiment_test__swahili,Wastani
ID_57706aa9_sentiment_test__swahili,Chanya
ID_768c3de0_sentiment_test__swahili,Wastani
ID_136eb52e_sentiment_test__swahili,Wastani
ID_3a0477dc_sentiment_test__swahili,Chanya
ID_c1b27b2b_sentiment_test__swahili,Wastani
ID_040459d8_sentiment_test__swahili,Wastani
ID_d8fe0d70_sentiment_test__swahili,Chanya
ID_7e64bb0a_sentiment_test__swahili,Hasi
ID_37afca33_test__mt_eng-hau,dalili bai karbi kwayoyin ba tukuna !!!
ID_7e5bf127_test__mt_eng-hau,"lokacin da lunar germ ya shiga cikin filament, yana tafiya tare da form hanya, ana amfani da ita ta hanyar da sassan da ba a haɗa ta ba mũnanãwa, kuma yayi girma zuwa tayi form jiki ga mũnanãwa."
ID_764be3cd_test__mt_eng-hau,tijjani ya ajiye aikinsa.
ID_6e055187_test__mt_eng-hau,wanene duk mutanen da suka jagoranci tawagar ryder cup?
ID_a7584f3a_test__mt_eng-hau,kaɗe-kaɗe da kuma imani da magungunan gargajiya har kwanan gobe suna yin tasiri cikin rayuwarsu.
ID_19b92b9d_test__mt_eng-hau,wasu sunyi la'akari da su kasance farkon kundi na farko da aka kashe.
ID_53d4d1a3_test__mt_eng-hau,yayanshine ko kuma inche mutumin da ya
ID_0085d2c5_test__mt_eng-hau,ina dalilin da ya sa ake muzguna su?
ID_8974980d_test__mt_eng-hau,an gaza damke shi ne bayan shi ya sulale ya bar kasar a lokacin.
ID_929c7333_test__mt_eng-hau,indira ya sake daukar iko a karo na hudu a matsayin firaminista.
ID_9333d215_test__mt_eng-hau,"daga dukkan dabbobi masu rarrafe da suke tafiya a cikin irin wannan hanya, cukagosu ne mafi mashahuri."
ID_6b4ca122_test__mt_eng-hau,"november 29, 2018 abdulazeezleave a comment on kun san makudan kudin da za a kashe a bikin priyanka?"
ID_a5650ea2_test__mt_eng-hau,yaushe zasu
ID_fd37c7c1_test__mt_eng-hau,"kalmomin littafin suna shelar yin aiki yayin neman neman ci gaba a duniya. """
ID_79b6e658_test__mt_eng-hau,labarinku da dalilin da ya sa yake da shi
ID_56a062ce_test__mt_eng-hau,wannan wata cikakkiyar wata ne don barin tunanin ya sami cikakken ƙarfafawa.
ID_68480719_test__mt_eng-hau,an fara aiwatar da wannan tsari a farkon shekarun 1900 by fritz haber kuma daga bisani an canza shi don zama tsarin masana'antu don samar da takin mai magani ta carl bosch.
ID_10d7bf2c_test__mt_eng-hau,main ne sab tayyariyan kar li hain marne ke liye
ID_72ac15e6_test__mt_eng-hau,da fatan za a duba shi anan: yadda za a dawo da umarnin jigilar kaya?
ID_a5713c45_test__mt_eng-hau,"ba ku tuna ba? 19da na kakkarya burodi guda biyar wa mutane dubu biyar, kwanduna nawa kuka kwashe cike da gutsattsarin?"""
ID_863222b7_test__mt_eng-hau,"4,057 mutuwar daga covid19 injections ne cibiyar ba da bayanin alurar riga kafi ta kasa ta ruwaito kamar yadda a 5/7/2021, kuma kashi daya bisa uku na mutuwar ya faru ne a cikin awanni 48."
ID_39bd6e63_test__mt_eng-hau,"idan kana so ka cire tursasawa kuma ka yi tafiya a fadin kasar don aikin, to, za ka sami dama fiye da idan ka yanke shawarar ba za ka iya barin garinka ba."
ID_256209c2_test__mt_eng-hau,"akwai ranakun da kawai muke jin kamar wani abu mai sauƙi, mai sauri da sabo."
ID_043c78a8_test__mt_eng-hau,"soyinka ya ce don haka, bari su gudu daga batun ikon mallaka."
ID_dab3d86b_test__mt_eng-hau,"sha'awa kuwa ganin hajara ta lula tunani yasa ta ce,"
ID_a9355f25_test__mt_eng-hau,kowane shafi yana buƙatar samun abun ciki na musamman da mahimmanci;
ID_f117e5f2_test__mt_eng-hau,ya kamata gwamnatin tarayya ta yi koyi da mulkin pdp>>atiku
ID_8b36b706_test__mt_eng-hau,kowace gari da jihohi suna amfani da hanya daban don tattarawa da kuma ɗaura kuri'un.
ID_5032a182_test__mt_eng-hau,bai kwana a kano ba a gidansa na kaduna ya kwana.
ID_802e68ff_test__mt_eng-hau,mafi ingancin da kuma low farashin ga dogon lokacin da abokan
ID_1e526d68_test__mt_eng-hau,abu mafi mahimmanci shi ne cewa aikin yana kawo farin ciki kuma yana da ban sha'awa.
ID_ad200f1e_test__mt_eng-hau,harin na bam dai ya halaka galibi mata ne da kananan yara gami da wasu jami'an agaji na red cross.
ID_c95b3e51_test__mt_eng-hau,duba wannan: rayuwata tana cikin hatsari - bukola saraki
ID_e06790ff_test__mt_eng-hau,"pm kiya hai bhai , check karo mehrbani kar k..."
ID_fd595f9e_test__mt_eng-hau,"ta wurin ikon jinin yesu, mun kakkarye duk wata tsangwama da aikin mugunta."
ID_1ce8bdfe_test__mt_eng-hau,ana iya aiki a cikin jagora da yanayin semi-auto don dacewa da sk na ma'aikata daban-daban ...
ID_41c66dc7_test__mt_eng-hau,"dangane da ci gaban halayenta, yayin aiwatar da jerin, brewster ya yi bayani a cikin wata hira da askmen.com: ""a cikin na farko ni na fi bangon bangon waya kuma mafi yawan rawar budurwa ce, amma a [ sabon fim] na fi na mace."
ID_a9420e04_test__mt_eng-hau,dole ne sakon ka ya hada da bayyanannen bayani game da yadda mai karba zai iya ficewa daga samun email daga gare ka a gaba.
ID_d8db936a_test__mt_eng-hau,""" gaskiya yau gaba day.....""bata qarasa ba rufaida ta tari numfashinta"
ID_a36dbe91_test__mt_eng-hau,"littafinsa na farko na zane-zane mara hoto, bondi classic, an buga shi ne don yabo mai mahimmanci, kuma jerin kyawawan kayayyaki na littattafan bondi sun biyo baya."
ID_125e36e3_test__mt_eng-hau,kana iya karanta labarin fiye da sau daya domin yin gyararraki.
ID_ca15e56f_test__mt_eng-hau,to ai yanzu an sani ko?
ID_29fa4a33_test__mt_eng-hau,"a cikin shekaru, mun shuka miliyoyin bishiyoyi."
ID_a05465da_test__mt_eng-hau,"yadda za a zana ... kare, fure ko unicorn?"
ID_9099232d_test__mt_eng-hau,"ina da kawaye kuma wasu a kannywood suke,"" ya ce."
ID_d635336a_test__mt_eng-hau,tabban da ke jikin wata sun fara ɓacewa
ID_7ef4058c_test__mt_eng-hau,"bai bukaci sababbin abubuwa ba, basa son sha'awar soyayya."
ID_6f9ccf9e_test__mt_eng-hau,"َ043-033 kuma bã dõmin mutane su kasance al'umma ɗaya ba, lalle ne, dã mun sanya wa mãsu kãfircẽ wa mai rahama, a gidãjensu, rufi na azurfa, kuma da matãkalai, ya zama a kanta suke tãƙãwa."
ID_9c771390_test__mt_eng-hau,kumara amith udaya ayubowan!
ID_ed42d745_test__mt_eng-hau,na yi imani da dimokuradiyya.
ID_37afca33_test__mt_eng-swa,"kwa hakika, mahala pa kwenda kutafuta miwani mpya ni hapa."
ID_7e5bf127_test__mt_eng-swa,"mkutano huo ambao haujawahi kuripotiwa hapo awali umewekwa wazi na mwandishi wa habari john dinges, ambaye amechapisha habari hiyo kwenye blogu yake cipher , kadhalika katika blogu ya huffington post, ambako huwa anaandika masuala yanayomhusu john mccain ""ambaye amekuwa akishutumu vikali dhana ya kuketi na watawala wa kiimla bila ya masharti yoyote, inaonekana kuwa alifanya hivyo na ""pinochet, mmoja wa watawala wakiukaji wa haki za binaadamu ambaye anashutumiwa kuua zaidi ya raia 3,000 na kuwasweka gerezani makumi ya maelfu wengine"""
ID_764be3cd_test__mt_eng-swa,watakuwa tayari zaidi kukusaidia.
ID_6e055187_test__mt_eng-swa,kwa kuwapatiliza wale makafiri kwa upepo na malaika.
ID_a7584f3a_test__mt_eng-swa,walikuwa wangu nao wakazaa wavulana na msichana.
ID_19b92b9d_test__mt_eng-swa,shein leo ikulu.
ID_53d4d1a3_test__mt_eng-swa,"15 kama ningesema, ""nitasema hivi,"""
ID_0085d2c5_test__mt_eng-swa,"hivyo basi ni lazima shughuli zake, ikiwa ni"
ID_8974980d_test__mt_eng-swa,"32basi waliposikia habari za ufufuo wa wafu wengine walifanya dhihaka; wengine wakasema, tutakusikiliza tena katika habari hiyo."
ID_929c7333_test__mt_eng-swa,"12 ""lakini miaka sabini itakapotimia, nitamwadhibu mfalme wa babeli na taifa lake na nchi ya wakaldayo kwa ajili ya hatia yao,"" asema bwana."
ID_9333d215_test__mt_eng-swa,"alikuwa akisoma kwa marafiki na jamaa kwa miaka mingi, hakuuliza chochote badala ya kitu."
ID_6b4ca122_test__mt_eng-swa,bajeti inaongozwa na sheria mbalimbali kama vile sheria ya fedha (the...
ID_a5650ea2_test__mt_eng-swa,nataka kusawazisha maoni haya.
ID_fd37c7c1_test__mt_eng-swa,hassan amesema biashara zote alizokuwa akifanya bashir zilikuwa halali.
ID_79b6e658_test__mt_eng-swa,unaweza daima imefanikiwa kuokoa vitu (hasa picha na video) insides.
ID_56a062ce_test__mt_eng-swa,tunaweza kujua kwamba kumekuwa na mabadiliko wakati dhambi zetu zimesamehewa.
ID_68480719_test__mt_eng-swa,pia hizi ni baadhi ya kazi nilizowahi kufanya
ID_10d7bf2c_test__mt_eng-swa,wangali ndani ya jengo hilo
ID_72ac15e6_test__mt_eng-swa,tena ukiona orodha yao huwezi hata kuamini.
ID_a5713c45_test__mt_eng-swa,a houseing ni wakati wa furaha kujaza nyumba yako na vibes nzuri.
ID_863222b7_test__mt_eng-swa,tafadhali usisahau kusubscribe.
ID_39bd6e63_test__mt_eng-swa,"na mashirika khartoum, sudan madaktari nchini sudan wamesema watu 14 waliuawa jumatano kwa kupigwa risasi na vikosi vya usalama, kwa..."
ID_256209c2_test__mt_eng-swa,utakuta kila kitu kimegeuka kama alivyofumaniwa.
ID_043c78a8_test__mt_eng-swa,"ukiunganisha dots hapa, unaona kabisa polisi wamepanga hii sinema."
ID_dab3d86b_test__mt_eng-swa,"nina huruma kubwa kwa ajili yake,"""
ID_a9355f25_test__mt_eng-swa,unavyomtisha rebeca!
ID_f117e5f2_test__mt_eng-swa,- mwingine aliwaambia polisi kuwa alitaka tu kukusanya sadaka kutoka kwa waumini
ID_8b36b706_test__mt_eng-swa,hii ni moja ya michezo ambayo itawafurahisha mashabiki wote wa michezo ya kasino mtandaoni.
ID_5032a182_test__mt_eng-swa,maandiko matakatifu yasema kuwa yesu na wanafunzi wake walialikwa katika karamu hii ya arusi (kana).
ID_802e68ff_test__mt_eng-swa,"kiri te kanawa: ""ch'io mi s..."
ID_1e526d68_test__mt_eng-swa,wakamtwaa john asiyejitambua.
ID_ad200f1e_test__mt_eng-swa,chanzo: imetafsiriwa kutoka tovuti ya enca
ID_c95b3e51_test__mt_eng-swa,"ikiwa umechoka kujaribu njia tofauti kufuta folda ya windows.old, katika nakala hii tutakuonyesha jinsi ya kuifanikisha."
ID_e06790ff_test__mt_eng-swa,kuangalia kwa pamoja mwenendo wa michango.
ID_fd595f9e_test__mt_eng-swa,"""okey thanx, sijui unaitwa nani?"""
ID_1ce8bdfe_test__mt_eng-swa,displaying 20 gt images for wanawake wenye matako makubwa
ID_41c66dc7_test__mt_eng-swa,obviously itakuwa karibu na 0.
ID_a9420e04_test__mt_eng-swa,miaka ya 1983 alilazimishwa kujiuzulu akidaiwa kutaka kuipindua serikali halali ya baba moi.
ID_d8db936a_test__mt_eng-swa,juu ya msingi annualized.
ID_a36dbe91_test__mt_eng-swa,malipo haya pia yanapatikana kwa watu wanaojiajiri.
ID_125e36e3_test__mt_eng-swa,utaokoa muda mwingi na kuongeza utendaji bora katika biashara yako
ID_ca15e56f_test__mt_eng-swa,"tafadhali, kuingia code,"
ID_29fa4a33_test__mt_eng-swa,swali; ni wapi mimi nilisema tumpotezee mungu?
ID_a05465da_test__mt_eng-swa,"la sita: ushawahi kufika nassau,bahamas?"
ID_9099232d_test__mt_eng-swa,"@jakoyo, hapo sawa"
ID_d635336a_test__mt_eng-swa,"""trent alexander-arnold anaenda kuwa mchezaji mzuri zaidi, ana mguu wa kulia mwepesi."
ID_7ef4058c_test__mt_eng-swa,kwa nini hutaki kulala?
ID_6f9ccf9e_test__mt_eng-swa,kuku wanatotoa wenyewe.
ID_9c771390_test__mt_eng-swa,"sasa, kurahisisha mambo, weka makini haya katika viungo"
ID_ed42d745_test__mt_eng-swa,kila nchi ina demokrasia tofauti.
ID_1df62d07_test__afrixnli_hau,1
ID_89f92f82_test__afrixnli_hau,2
ID_4c44b62a_test__afrixnli_hau,1
ID_464c190d_test__afrixnli_hau,0
ID_32e99f27_test__afrixnli_hau,1
ID_b6d787b0_test__afrixnli_hau,2
ID_896c95da_test__afrixnli_hau,0
ID_fedb12aa_test__afrixnli_hau,2
ID_50e6994c_test__afrixnli_hau,0
ID_d3568f00_test__afrixnli_hau,1
ID_826508a5_test__afrixnli_hau,0
ID_bdd08ab6_test__afrixnli_hau,2
ID_7e8e08dc_test__afrixnli_hau,1
ID_2566bda5_test__afrixnli_hau,2
ID_9acff0d1_test__afrixnli_hau,1
ID_e7ef5f2b_test__afrixnli_hau,0
ID_e010368e_test__afrixnli_hau,2
ID_0de698a7_test__afrixnli_hau,1
ID_7370abb5_test__afrixnli_hau,0
ID_ca81b598_test__afrixnli_hau,0
ID_6ace2d00_test__afrixnli_hau,2
ID_90c70324_test__afrixnli_hau,1
ID_e9e8101b_test__afrixnli_hau,2
ID_3856c105_test__afrixnli_hau,1
ID_accf01a5_test__afrixnli_hau,0
ID_90fae5cd_test__afrixnli_hau,1
ID_4de14be4_test__afrixnli_hau,2
ID_65e49b6f_test__afrixnli_hau,0
ID_88991c51_test__afrixnli_hau,0
ID_7800ac78_test__afrixnli_hau,1
ID_1058e116_test__afrixnli_hau,2
ID_635f4647_test__afrixnli_hau,2
ID_9bc4595a_test__afrixnli_hau,0
ID_b0f9ffe8_test__afrixnli_hau,1
ID_4d6a05a6_test__afrixnli_hau,1
ID_a8afe23f_test__afrixnli_hau,0
ID_55f80634_test__afrixnli_hau,2
ID_b6a0c1e0_test__afrixnli_hau,2
ID_88cd08fe_test__afrixnli_hau,0
ID_d7e9cea8_test__afrixnli_hau,1
ID_1db09a77_test__afrixnli_hau,1
ID_db756f42_test__afrixnli_hau,0
ID_4726611a_test__afrixnli_hau,2
ID_34664129_test__afrixnli_hau,2
ID_a6c43bee_test__afrixnli_hau,0
ID_7a717bb9_test__afrixnli_hau,1
ID_d5871deb_test__afrixnli_hau,0
ID_9aa37f3c_test__afrixnli_hau,1
ID_a019554d_test__afrixnli_hau,2
ID_db067b07_test__afrixnli_hau,2
ID_1df62d07_test__afrixnli_swa,1
ID_89f92f82_test__afrixnli_swa,2
ID_4c44b62a_test__afrixnli_swa,1
ID_464c190d_test__afrixnli_swa,0
ID_32e99f27_test__afrixnli_swa,1
ID_b6d787b0_test__afrixnli_swa,2
ID_896c95da_test__afrixnli_swa,0
ID_fedb12aa_test__afrixnli_swa,2
ID_50e6994c_test__afrixnli_swa,0
ID_d3568f00_test__afrixnli_swa,1
ID_826508a5_test__afrixnli_swa,0
ID_bdd08ab6_test__afrixnli_swa,2
ID_7e8e08dc_test__afrixnli_swa,1
ID_2566bda5_test__afrixnli_swa,2
ID_9acff0d1_test__afrixnli_swa,1
ID_e7ef5f2b_test__afrixnli_swa,0
ID_e010368e_test__afrixnli_swa,2
ID_0de698a7_test__afrixnli_swa,1
ID_7370abb5_test__afrixnli_swa,0
ID_ca81b598_test__afrixnli_swa,0
ID_6ace2d00_test__afrixnli_swa,2
ID_90c70324_test__afrixnli_swa,1
ID_e9e8101b_test__afrixnli_swa,2
ID_3856c105_test__afrixnli_swa,1
ID_accf01a5_test__afrixnli_swa,0
ID_90fae5cd_test__afrixnli_swa,1
ID_4de14be4_test__afrixnli_swa,2
ID_65e49b6f_test__afrixnli_swa,0
ID_88991c51_test__afrixnli_swa,0
ID_7800ac78_test__afrixnli_swa,1
ID_1058e116_test__afrixnli_swa,2
ID_635f4647_test__afrixnli_swa,2
ID_9bc4595a_test__afrixnli_swa,0
ID_b0f9ffe8_test__afrixnli_swa,1
ID_4d6a05a6_test__afrixnli_swa,1
ID_a8afe23f_test__afrixnli_swa,0
ID_55f80634_test__afrixnli_swa,2
ID_b6a0c1e0_test__afrixnli_swa,2
ID_88cd08fe_test__afrixnli_swa,0
ID_d7e9cea8_test__afrixnli_swa,1
ID_1db09a77_test__afrixnli_swa,1
ID_db756f42_test__afrixnli_swa,0
ID_4726611a_test__afrixnli_swa,2
ID_34664129_test__afrixnli_swa,2
ID_a6c43bee_test__afrixnli_swa,0
ID_7a717bb9_test__afrixnli_swa,1
ID_d5871deb_test__afrixnli_swa,0
ID_9aa37f3c_test__afrixnli_swa,1
ID_a019554d_test__afrixnli_swa,2
ID_db067b07_test__afrixnli_swa,2
