ID,targets
1_sentiment_test_private_hausa,Tsaka-tsaki
2_sentiment_test_private_hausa,Kyakkyawa
3_sentiment_test_private_hausa,Korau
4_sentiment_test_private_hausa,Kyakkyawa
5_sentiment_test_private_hausa,Tsaka-tsaki
6_sentiment_test_private_hausa,Tsaka-tsaki
7_sentiment_test_private_hausa,Korau
8_sentiment_test_private_hausa,Kyakkyawa
9_sentiment_test_private_hausa,Tsaka-tsaki
10_sentiment_test_private_hausa,Tsaka-tsaki
11_sentiment_test_private_hausa,Kyakkyawa
12_sentiment_test_private_hausa,Tsaka-tsaki
13_sentiment_test_private_hausa,Kyakkyawa
14_sentiment_test_private_hausa,Korau
15_sentiment_test_private_hausa,Korau
16_sentiment_test_private_hausa,Tsaka-tsaki
17_sentiment_test_private_hausa,Tsaka-tsaki
18_sentiment_test_private_hausa,Kyakkyawa
19_sentiment_test_private_hausa,Kyakkyawa
20_sentiment_test_private_hausa,Tsaka-tsaki
21_sentiment_test_private_hausa,Korau
22_sentiment_test_private_hausa,Korau
23_sentiment_test_private_hausa,Korau
24_sentiment_test_private_hausa,Korau
25_sentiment_test_private_hausa,Korau
26_sentiment_test_private_hausa,Korau
27_sentiment_test_private_hausa,Tsaka-tsaki
28_sentiment_test_private_hausa,Korau
29_sentiment_test_private_hausa,Tsaka-tsaki
30_sentiment_test_private_hausa,Tsaka-tsaki
31_sentiment_test_private_hausa,Kyakkyawa
32_sentiment_test_private_hausa,Korau
33_sentiment_test_private_hausa,Tsaka-tsaki
34_sentiment_test_private_hausa,Korau
35_sentiment_test_private_hausa,Tsaka-tsaki
36_sentiment_test_private_hausa,Kyakkyawa
37_sentiment_test_private_hausa,Tsaka-tsaki
38_sentiment_test_private_hausa,Korau
39_sentiment_test_private_hausa,Korau
40_sentiment_test_private_hausa,Kyakkyawa
41_sentiment_test_private_hausa,Kyakkyawa
42_sentiment_test_private_hausa,Kyakkyawa
43_sentiment_test_private_hausa,Korau
44_sentiment_test_private_hausa,Kyakkyawa
45_sentiment_test_private_hausa,Kyakkyawa
46_sentiment_test_private_hausa,Tsaka-tsaki
47_sentiment_test_private_hausa,Kyakkyawa
48_sentiment_test_private_hausa,Korau
49_sentiment_test_private_hausa,Korau
50_sentiment_test_private_hausa,Korau
1_sentiment_test_private_swahili,Wastani
2_sentiment_test_private_swahili,Wastani
3_sentiment_test_private_swahili,Wastani
4_sentiment_test_private_swahili,Wastani
5_sentiment_test_private_swahili,Wastani
6_sentiment_test_private_swahili,Hasi
7_sentiment_test_private_swahili,Wastani
8_sentiment_test_private_swahili,Wastani
9_sentiment_test_private_swahili,Wastani
10_sentiment_test_private_swahili,Chanya
11_sentiment_test_private_swahili,Chanya
12_sentiment_test_private_swahili,Wastani
13_sentiment_test_private_swahili,Chanya
14_sentiment_test_private_swahili,Hasi
15_sentiment_test_private_swahili,Wastani
16_sentiment_test_private_swahili,Chanya
17_sentiment_test_private_swahili,Chanya
18_sentiment_test_private_swahili,Chanya
19_sentiment_test_private_swahili,Wastani
20_sentiment_test_private_swahili,Chanya
21_sentiment_test_private_swahili,Wastani
22_sentiment_test_private_swahili,Chanya
23_sentiment_test_private_swahili,Wastani
24_sentiment_test_private_swahili,Wastani
25_sentiment_test_private_swahili,Wastani
26_sentiment_test_private_swahili,Chanya
27_sentiment_test_private_swahili,Wastani
28_sentiment_test_private_swahili,Chanya
29_sentiment_test_private_swahili,Chanya
30_sentiment_test_private_swahili,Wastani
31_sentiment_test_private_swahili,Wastani
32_sentiment_test_private_swahili,Wastani
33_sentiment_test_private_swahili,Chanya
34_sentiment_test_private_swahili,Chanya
35_sentiment_test_private_swahili,Wastani
36_sentiment_test_private_swahili,Wastani
37_sentiment_test_private_swahili,Wastani
38_sentiment_test_private_swahili,Chanya
39_sentiment_test_private_swahili,Wastani
40_sentiment_test_private_swahili,Hasi
41_sentiment_test_private_swahili,Wastani
42_sentiment_test_private_swahili,Wastani
43_sentiment_test_private_swahili,Chanya
44_sentiment_test_private_swahili,Wastani
45_sentiment_test_private_swahili,Wastani
46_sentiment_test_private_swahili,Chanya
47_sentiment_test_private_swahili,Wastani
48_sentiment_test_private_swahili,Wastani
49_sentiment_test_private_swahili,Chanya
50_sentiment_test_private_swahili,Hasi
1_test_private_mt_eng-hau,dalili bai karbi kwayoyin ba tukuna !!!
2_test_private_mt_eng-hau,"lokacin da lunar germ ya shiga cikin filament, yana tafiya tare da form hanya, ana amfani da ita ta hanyar da sassan da ba a haɗa ta ba mũnanãwa, kuma yayi girma zuwa tayi form jiki ga mũnanãwa."
3_test_private_mt_eng-hau,tijjani ya ajiye aikinsa.
4_test_private_mt_eng-hau,wanene duk mutanen da suka jagoranci tawagar ryder cup?
5_test_private_mt_eng-hau,kaɗe-kaɗe da kuma imani da magungunan gargajiya har kwanan gobe suna yin tasiri cikin rayuwarsu.
6_test_private_mt_eng-hau,wasu sunyi la'akari da su kasance farkon kundi na farko da aka kashe.
7_test_private_mt_eng-hau,yayanshine ko kuma inche mutumin da ya
8_test_private_mt_eng-hau,ina dalilin da ya sa ake muzguna su?
9_test_private_mt_eng-hau,an gaza damke shi ne bayan shi ya sulale ya bar kasar a lokacin.
10_test_private_mt_eng-hau,indira ya sake daukar iko a karo na hudu a matsayin firaminista.
11_test_private_mt_eng-hau,"daga dukkan dabbobi masu rarrafe da suke tafiya a cikin irin wannan hanya, cukagosu ne mafi mashahuri."
12_test_private_mt_eng-hau,"november 29, 2018 abdulazeezleave a comment on kun san makudan kudin da za a kashe a bikin priyanka?"
13_test_private_mt_eng-hau,yaushe zasu
14_test_private_mt_eng-hau,"kalmomin littafin suna shelar yin aiki yayin neman neman ci gaba a duniya. """
15_test_private_mt_eng-hau,labarinku da dalilin da ya sa yake da shi
16_test_private_mt_eng-hau,wannan wata cikakkiyar wata ne don barin tunanin ya sami cikakken ƙarfafawa.
17_test_private_mt_eng-hau,an fara aiwatar da wannan tsari a farkon shekarun 1900 by fritz haber kuma daga bisani an canza shi don zama tsarin masana'antu don samar da takin mai magani ta carl bosch.
18_test_private_mt_eng-hau,main ne sab tayyariyan kar li hain marne ke liye
19_test_private_mt_eng-hau,da fatan za a duba shi anan: yadda za a dawo da umarnin jigilar kaya?
20_test_private_mt_eng-hau,"ba ku tuna ba? 19da na kakkarya burodi guda biyar wa mutane dubu biyar, kwanduna nawa kuka kwashe cike da gutsattsarin?"""
21_test_private_mt_eng-hau,"4,057 mutuwar daga covid19 injections ne cibiyar ba da bayanin alurar riga kafi ta kasa ta ruwaito kamar yadda a 5/7/2021, kuma kashi daya bisa uku na mutuwar ya faru ne a cikin awanni 48."
22_test_private_mt_eng-hau,"idan kana so ka cire tursasawa kuma ka yi tafiya a fadin kasar don aikin, to, za ka sami dama fiye da idan ka yanke shawarar ba za ka iya barin garinka ba."
23_test_private_mt_eng-hau,"akwai ranakun da kawai muke jin kamar wani abu mai sauƙi, mai sauri da sabo."
24_test_private_mt_eng-hau,"soyinka ya ce don haka, bari su gudu daga batun ikon mallaka."
25_test_private_mt_eng-hau,"sha'awa kuwa ganin hajara ta lula tunani yasa ta ce,"
26_test_private_mt_eng-hau,kowane shafi yana buƙatar samun abun ciki na musamman da mahimmanci;
27_test_private_mt_eng-hau,ya kamata gwamnatin tarayya ta yi koyi da mulkin pdp>>atiku
28_test_private_mt_eng-hau,kowace gari da jihohi suna amfani da hanya daban don tattarawa da kuma ɗaura kuri'un.
29_test_private_mt_eng-hau,bai kwana a kano ba a gidansa na kaduna ya kwana.
30_test_private_mt_eng-hau,mafi ingancin da kuma low farashin ga dogon lokacin da abokan
31_test_private_mt_eng-hau,abu mafi mahimmanci shi ne cewa aikin yana kawo farin ciki kuma yana da ban sha'awa.
32_test_private_mt_eng-hau,harin na bam dai ya halaka galibi mata ne da kananan yara gami da wasu jami'an agaji na red cross.
33_test_private_mt_eng-hau,duba wannan: rayuwata tana cikin hatsari - bukola saraki
34_test_private_mt_eng-hau,"pm kiya hai bhai , check karo mehrbani kar k..."
35_test_private_mt_eng-hau,"ta wurin ikon jinin yesu, mun kakkarye duk wata tsangwama da aikin mugunta."
36_test_private_mt_eng-hau,ana iya aiki a cikin jagora da yanayin semi-auto don dacewa da sk na ma'aikata daban-daban ...
37_test_private_mt_eng-hau,"dangane da ci gaban halayenta, yayin aiwatar da jerin, brewster ya yi bayani a cikin wata hira da askmen.com: ""a cikin na farko ni na fi bangon bangon waya kuma mafi yawan rawar budurwa ce, amma a [ sabon fim] na fi na mace."
38_test_private_mt_eng-hau,dole ne sakon ka ya hada da bayyanannen bayani game da yadda mai karba zai iya ficewa daga samun email daga gare ka a gaba.
39_test_private_mt_eng-hau,""" gaskiya yau gaba day.....""bata qarasa ba rufaida ta tari numfashinta"
40_test_private_mt_eng-hau,"littafinsa na farko na zane-zane mara hoto, bondi classic, an buga shi ne don yabo mai mahimmanci, kuma jerin kyawawan kayayyaki na littattafan bondi sun biyo baya."
41_test_private_mt_eng-hau,kana iya karanta labarin fiye da sau daya domin yin gyararraki.
42_test_private_mt_eng-hau,to ai yanzu an sani ko?
43_test_private_mt_eng-hau,"a cikin shekaru, mun shuka miliyoyin bishiyoyi."
44_test_private_mt_eng-hau,"yadda za a zana ... kare, fure ko unicorn?"
45_test_private_mt_eng-hau,"ina da kawaye kuma wasu a kannywood suke,"" ya ce."
46_test_private_mt_eng-hau,tabban da ke jikin wata sun fara ɓacewa
47_test_private_mt_eng-hau,"bai bukaci sababbin abubuwa ba, basa son sha'awar soyayya."
48_test_private_mt_eng-hau,"َ043-033 kuma bã dõmin mutane su kasance al'umma ɗaya ba, lalle ne, dã mun sanya wa mãsu kãfircẽ wa mai rahama, a gidãjensu, rufi na azurfa, kuma da matãkalai, ya zama a kanta suke tãƙãwa."
49_test_private_mt_eng-hau,kumara amith udaya ayubowan!
50_test_private_mt_eng-hau,na yi imani da dimokuradiyya.
1_test_private_mt_eng-swa,"kwa hakika, mahala pa kwenda kutafuta miwani mpya ni hapa."
2_test_private_mt_eng-swa,"mkutano huo ambao haujawahi kuripotiwa hapo awali umewekwa wazi na mwandishi wa habari john dinges, ambaye amechapisha habari hiyo kwenye blogu yake cipher , kadhalika katika blogu ya huffington post, ambako huwa anaandika masuala yanayomhusu john mccain ""ambaye amekuwa akishutumu vikali dhana ya kuketi na watawala wa kiimla bila ya masharti yoyote, inaonekana kuwa alifanya hivyo na ""pinochet, mmoja wa watawala wakiukaji wa haki za binaadamu ambaye anashutumiwa kuua zaidi ya raia 3,000 na kuwasweka gerezani makumi ya maelfu wengine"""
3_test_private_mt_eng-swa,watakuwa tayari zaidi kukusaidia.
4_test_private_mt_eng-swa,kwa kuwapatiliza wale makafiri kwa upepo na malaika.
5_test_private_mt_eng-swa,walikuwa wangu nao wakazaa wavulana na msichana.
6_test_private_mt_eng-swa,shein leo ikulu.
7_test_private_mt_eng-swa,"15 kama ningesema, ""nitasema hivi,"""
8_test_private_mt_eng-swa,"hivyo basi ni lazima shughuli zake, ikiwa ni"
9_test_private_mt_eng-swa,"32basi waliposikia habari za ufufuo wa wafu wengine walifanya dhihaka; wengine wakasema, tutakusikiliza tena katika habari hiyo."
10_test_private_mt_eng-swa,"12 ""lakini miaka sabini itakapotimia, nitamwadhibu mfalme wa babeli na taifa lake na nchi ya wakaldayo kwa ajili ya hatia yao,"" asema bwana."
11_test_private_mt_eng-swa,"alikuwa akisoma kwa marafiki na jamaa kwa miaka mingi, hakuuliza chochote badala ya kitu."
12_test_private_mt_eng-swa,bajeti inaongozwa na sheria mbalimbali kama vile sheria ya fedha (the...
13_test_private_mt_eng-swa,nataka kusawazisha maoni haya.
14_test_private_mt_eng-swa,hassan amesema biashara zote alizokuwa akifanya bashir zilikuwa halali.
15_test_private_mt_eng-swa,unaweza daima imefanikiwa kuokoa vitu (hasa picha na video) insides.
16_test_private_mt_eng-swa,tunaweza kujua kwamba kumekuwa na mabadiliko wakati dhambi zetu zimesamehewa.
17_test_private_mt_eng-swa,pia hizi ni baadhi ya kazi nilizowahi kufanya
18_test_private_mt_eng-swa,wangali ndani ya jengo hilo
19_test_private_mt_eng-swa,tena ukiona orodha yao huwezi hata kuamini.
20_test_private_mt_eng-swa,a houseing ni wakati wa furaha kujaza nyumba yako na vibes nzuri.
21_test_private_mt_eng-swa,tafadhali usisahau kusubscribe.
22_test_private_mt_eng-swa,"na mashirika khartoum, sudan madaktari nchini sudan wamesema watu 14 waliuawa jumatano kwa kupigwa risasi na vikosi vya usalama, kwa..."
23_test_private_mt_eng-swa,utakuta kila kitu kimegeuka kama alivyofumaniwa.
24_test_private_mt_eng-swa,"ukiunganisha dots hapa, unaona kabisa polisi wamepanga hii sinema."
25_test_private_mt_eng-swa,"nina huruma kubwa kwa ajili yake,"""
26_test_private_mt_eng-swa,unavyomtisha rebeca!
27_test_private_mt_eng-swa,- mwingine aliwaambia polisi kuwa alitaka tu kukusanya sadaka kutoka kwa waumini
28_test_private_mt_eng-swa,hii ni moja ya michezo ambayo itawafurahisha mashabiki wote wa michezo ya kasino mtandaoni.
29_test_private_mt_eng-swa,maandiko matakatifu yasema kuwa yesu na wanafunzi wake walialikwa katika karamu hii ya arusi (kana).
30_test_private_mt_eng-swa,"kiri te kanawa: ""ch'io mi s..."
31_test_private_mt_eng-swa,wakamtwaa john asiyejitambua.
32_test_private_mt_eng-swa,chanzo: imetafsiriwa kutoka tovuti ya enca
33_test_private_mt_eng-swa,"ikiwa umechoka kujaribu njia tofauti kufuta folda ya windows.old, katika nakala hii tutakuonyesha jinsi ya kuifanikisha."
34_test_private_mt_eng-swa,kuangalia kwa pamoja mwenendo wa michango.
35_test_private_mt_eng-swa,"""okey thanx, sijui unaitwa nani?"""
36_test_private_mt_eng-swa,displaying 20 gt images for wanawake wenye matako makubwa
37_test_private_mt_eng-swa,obviously itakuwa karibu na 0.
38_test_private_mt_eng-swa,miaka ya 1983 alilazimishwa kujiuzulu akidaiwa kutaka kuipindua serikali halali ya baba moi.
39_test_private_mt_eng-swa,juu ya msingi annualized.
40_test_private_mt_eng-swa,malipo haya pia yanapatikana kwa watu wanaojiajiri.
41_test_private_mt_eng-swa,utaokoa muda mwingi na kuongeza utendaji bora katika biashara yako
42_test_private_mt_eng-swa,"tafadhali, kuingia code,"
43_test_private_mt_eng-swa,swali; ni wapi mimi nilisema tumpotezee mungu?
44_test_private_mt_eng-swa,"la sita: ushawahi kufika nassau,bahamas?"
45_test_private_mt_eng-swa,"@jakoyo, hapo sawa"
46_test_private_mt_eng-swa,"""trent alexander-arnold anaenda kuwa mchezaji mzuri zaidi, ana mguu wa kulia mwepesi."
47_test_private_mt_eng-swa,kwa nini hutaki kulala?
48_test_private_mt_eng-swa,kuku wanatotoa wenyewe.
49_test_private_mt_eng-swa,"sasa, kurahisisha mambo, weka makini haya katika viungo"
50_test_private_mt_eng-swa,kila nchi ina demokrasia tofauti.
1_test_private_afrixnli_hau,1
2_test_private_afrixnli_hau,2
3_test_private_afrixnli_hau,1
4_test_private_afrixnli_hau,0
5_test_private_afrixnli_hau,1
6_test_private_afrixnli_hau,2
7_test_private_afrixnli_hau,0
8_test_private_afrixnli_hau,2
9_test_private_afrixnli_hau,0
10_test_private_afrixnli_hau,1
11_test_private_afrixnli_hau,0
12_test_private_afrixnli_hau,2
13_test_private_afrixnli_hau,1
14_test_private_afrixnli_hau,2
15_test_private_afrixnli_hau,1
16_test_private_afrixnli_hau,0
17_test_private_afrixnli_hau,2
18_test_private_afrixnli_hau,1
19_test_private_afrixnli_hau,0
20_test_private_afrixnli_hau,0
21_test_private_afrixnli_hau,2
22_test_private_afrixnli_hau,1
23_test_private_afrixnli_hau,2
24_test_private_afrixnli_hau,1
25_test_private_afrixnli_hau,0
26_test_private_afrixnli_hau,1
27_test_private_afrixnli_hau,2
28_test_private_afrixnli_hau,0
29_test_private_afrixnli_hau,0
30_test_private_afrixnli_hau,1
31_test_private_afrixnli_hau,2
32_test_private_afrixnli_hau,2
33_test_private_afrixnli_hau,0
34_test_private_afrixnli_hau,1
35_test_private_afrixnli_hau,1
36_test_private_afrixnli_hau,0
37_test_private_afrixnli_hau,2
38_test_private_afrixnli_hau,2
39_test_private_afrixnli_hau,0
40_test_private_afrixnli_hau,1
41_test_private_afrixnli_hau,1
42_test_private_afrixnli_hau,0
43_test_private_afrixnli_hau,2
44_test_private_afrixnli_hau,2
45_test_private_afrixnli_hau,0
46_test_private_afrixnli_hau,1
47_test_private_afrixnli_hau,0
48_test_private_afrixnli_hau,1
49_test_private_afrixnli_hau,2
50_test_private_afrixnli_hau,2
1_test_private_afrixnli_swa,1
2_test_private_afrixnli_swa,2
3_test_private_afrixnli_swa,1
4_test_private_afrixnli_swa,0
5_test_private_afrixnli_swa,1
6_test_private_afrixnli_swa,2
7_test_private_afrixnli_swa,0
8_test_private_afrixnli_swa,2
9_test_private_afrixnli_swa,0
10_test_private_afrixnli_swa,1
11_test_private_afrixnli_swa,0
12_test_private_afrixnli_swa,2
13_test_private_afrixnli_swa,1
14_test_private_afrixnli_swa,2
15_test_private_afrixnli_swa,1
16_test_private_afrixnli_swa,0
17_test_private_afrixnli_swa,2
18_test_private_afrixnli_swa,1
19_test_private_afrixnli_swa,0
20_test_private_afrixnli_swa,0
21_test_private_afrixnli_swa,2
22_test_private_afrixnli_swa,1
23_test_private_afrixnli_swa,2
24_test_private_afrixnli_swa,1
25_test_private_afrixnli_swa,0
26_test_private_afrixnli_swa,1
27_test_private_afrixnli_swa,2
28_test_private_afrixnli_swa,0
29_test_private_afrixnli_swa,0
30_test_private_afrixnli_swa,1
31_test_private_afrixnli_swa,2
32_test_private_afrixnli_swa,2
33_test_private_afrixnli_swa,0
34_test_private_afrixnli_swa,1
35_test_private_afrixnli_swa,1
36_test_private_afrixnli_swa,0
37_test_private_afrixnli_swa,2
38_test_private_afrixnli_swa,2
39_test_private_afrixnli_swa,0
40_test_private_afrixnli_swa,1
41_test_private_afrixnli_swa,1
42_test_private_afrixnli_swa,0
43_test_private_afrixnli_swa,2
44_test_private_afrixnli_swa,2
45_test_private_afrixnli_swa,0
46_test_private_afrixnli_swa,1
47_test_private_afrixnli_swa,0
48_test_private_afrixnli_swa,1
49_test_private_afrixnli_swa,2
50_test_private_afrixnli_swa,2
